gene_id	eligible_untrimmed	eligible_trimmed	gap_untrimmed	gap_trimmed	length_untrimmed	length_trimmed	pis_untrimmed	pis_trimmed	occupancy_untrimmed	occupancy_trimmed	became_eligible	became_excluded	retained_length_fraction	pis_retained_fraction
EOG09262WHU	True	True	0.4235508900045641	0.004594820384294	626	342	136	136	1.0	1.0	False	False	0.5463258785942492	1.0
EOG09262WQX	False	True	0.6494115022033804	0.0086918730986527	1379	354	186	171	0.9285714285714286	0.9285714285714286	True	False	0.25670775924583034	0.9193548387096774
EOG09262WSH	True	True	0.5005077430820005	0.0663196452670136	1212	399	367	204	0.9285714285714286	0.9285714285714286	False	False	0.3292079207920792	0.555858310626703
EOG09262WXK	True	True	0.2081067721206129	0.0182300298309579	578	431	259	240	1.0	1.0	False	False	0.745674740484429	0.9266409266409267
EOG09262X01	True	True	0.0619601328903654	0.0382775119617224	430	418	231	231	1.0	1.0	False	False	0.9720930232558139	1.0
EOG09262X31	False	True	0.656807216278582	0.0408708938120702	1362	374	200	189	1.0	1.0	True	False	0.2745961820851689	0.945
EOG09262X74	True	True	0.4102879878741948	0.0125435540069686	754	410	143	133	1.0	1.0	False	False	0.5437665782493368	0.9300699300699301
EOG09262X7T	False	True	0.6196068082860535	0.082483781278962	1749	581	322	319	0.9285714285714286	0.9285714285714286	True	False	0.3321898227558605	0.9906832298136646
EOG09262X8R	True	True	0.2011879378617118	0.0384615384615384	469	364	208	201	1.0	1.0	False	False	0.7761194029850746	0.9663461538461539
EOG09262XGK	True	True	0.0651105651105651	0.0148342059336823	407	382	163	163	0.8571428571428571	0.8571428571428571	False	False	0.9385749385749386	1.0
EOG09262XMN	True	True	0.2517338534893801	0.0166994106090373	769	509	266	232	0.8571428571428571	0.8571428571428571	False	False	0.6618985695708712	0.8721804511278195
EOG09262XRU	True	True	0.0757327778604374	0.0037563285970929	517	471	131	125	0.9285714285714286	0.9285714285714286	False	False	0.9110251450676983	0.9541984732824428
EOG09262YAU	True	True	0.5564226767133118	0.0020661157024793	929	363	155	153	0.8571428571428571	0.8571428571428571	False	False	0.3907427341227126	0.9870967741935484
EOG09262YP5	False	True	0.6859303090072321	0.0637254901960784	1690	408	185	185	0.6428571428571429	0.6428571428571429	True	False	0.24142011834319527	1.0
EOG09262YQG	True	True	0.1727930938457254	0.0033308660251665	513	386	208	178	1.0	1.0	False	False	0.7524366471734892	0.8557692307692307
EOG09262Z0M	True	True	0.4456122789456123	0.0153333333333333	999	500	283	266	0.8571428571428571	0.8571428571428571	False	False	0.5005005005005005	0.9399293286219081
EOG09262Z14	True	True	0.23572653761333	0.0146985962014863	1166	865	430	405	1.0	1.0	False	False	0.741852487135506	0.9418604651162791
EOG09262Z2S	True	True	0.3271836564519491	0.0058640910658847	738	446	226	211	0.9285714285714286	0.9285714285714286	False	False	0.6043360433604336	0.9336283185840708
EOG09262ZZ8	True	True	0.4000858860578299	0.0141861622697859	499	287	80	79	1.0	1.0	False	False	0.5751503006012024	0.9875
EOG0926300R	True	True	0.5165343915343915	0.0262390670553935	1296	539	371	333	1.0	1.0	False	False	0.4158950617283951	0.8975741239892183
EOG0926306O	True	True	0.3422619047619047	0.0075030012004801	384	238	121	116	1.0	1.0	False	False	0.6197916666666666	0.9586776859504132
EOG0926307V	True	True	0.0035360678925035	0.0	404	396	137	133	1.0	1.0	False	False	0.9801980198019802	0.9708029197080292
EOG092630MJ	True	True	0.4989047097480832	0.037025609379821	1826	463	607	273	1.0	1.0	False	False	0.25355969331872946	0.4497528830313015
EOG092630N3	True	True	0.0254091300602928	0.0103342128408091	387	379	61	60	0.8571428571428571	0.8571428571428571	False	False	0.979328165374677	0.9836065573770492
EOG092630UB	True	True	0.3194905869324474	0.0253581107239643	1161	738	451	423	1.0	1.0	False	False	0.6356589147286822	0.9379157427937915
EOG092630YS	True	True	0.0006738544474393	0.0	424	420	74	73	1.0	1.0	False	False	0.9905660377358491	0.9864864864864865
EOG0926310O	True	True	0.2973411154345006	0.022834274952919	514	354	187	185	0.8571428571428571	0.8571428571428571	False	False	0.688715953307393	0.9893048128342246
EOG0926312D	True	True	0.4141970685781534	0.0044456419237505	1438	571	462	248	0.9285714285714286	0.9285714285714286	False	False	0.39707927677329624	0.5367965367965368
EOG0926315C	True	True	0.1003165809259992	0.0085139318885448	722	646	304	298	1.0	1.0	False	False	0.8947368421052632	0.9802631578947368
EOG092631IR	True	True	0.1100505689001264	0.0209346896653398	1130	969	506	457	1.0	1.0	False	False	0.8575221238938053	0.9031620553359684
EOG092631ML	True	True	0.3299765807962529	0.016287284144427	610	364	258	233	1.0	1.0	False	False	0.5967213114754099	0.9031007751937985
EOG092631MU	False	True	0.6969943871084555	0.0	1578	388	130	126	1.0	1.0	True	False	0.2458808618504436	0.9692307692307692
EOG092631QQ	True	True	0.2024024799793335	0.1320998278829604	553	498	93	91	1.0	1.0	False	False	0.9005424954792043	0.978494623655914
EOG092631UM	True	True	0.0099667774086378	0.0002100840336134	344	340	45	45	1.0	1.0	False	False	0.9883720930232558	1.0
EOG09263274	True	True	0.487120935330654	0.0099323753169907	782	338	209	176	1.0	1.0	False	False	0.4322250639386189	0.8421052631578947
EOG092632FC	True	True	0.1217003105590062	0.0011266336187471	368	317	38	36	1.0	1.0	False	False	0.8614130434782609	0.9473684210526315
EOG092632TF	True	True	0.1953891805523853	0.0544123739814942	674	557	362	359	0.9285714285714286	0.9285714285714286	False	False	0.8264094955489614	0.9917127071823204
EOG092632WW	True	True	0.0341444270015698	0.0010204081632653	364	350	70	68	1.0	1.0	False	False	0.9615384615384616	0.9714285714285714
EOG092633QB	True	True	0.1894572025052192	0.00591985428051	479	366	159	156	0.8571428571428571	0.8571428571428571	False	False	0.7640918580375783	0.9811320754716981
EOG092633US	True	True	0.1861326746647847	0.0026755852842809	436	345	137	135	0.9285714285714286	0.9285714285714286	False	False	0.7912844036697247	0.9854014598540146
EOG0926347K	True	True	0.1200980392156862	0.0008620689655172	408	348	130	127	0.7142857142857143	0.7142857142857143	False	False	0.8529411764705882	0.9769230769230769
EOG0926347W	True	True	0.1864108431614152	0.0028735632183908	437	348	81	80	0.9285714285714286	0.9285714285714286	False	False	0.7963386727688787	0.9876543209876543
EOG09263483	True	True	0.5643248851341337	0.006287989939216	1038	367	163	161	0.9285714285714286	0.9285714285714286	False	False	0.3535645472061657	0.9877300613496932
EOG092634B1	True	True	0.0062972292191435	0.0019891500904159	397	395	82	82	1.0	1.0	False	False	0.9949622166246851	1.0
EOG092634B5	True	True	0.0480654761904761	0.0076021539436173	480	451	156	149	1.0	1.0	False	False	0.9395833333333333	0.9551282051282052
EOG092634G9	True	True	0.1387450502589095	0.0057720057720057	469	396	220	218	1.0	1.0	False	False	0.8443496801705757	0.990909090909091
EOG092634M1	True	True	0.0831881533101045	0.0020866773675762	492	445	151	151	1.0	1.0	False	False	0.9044715447154471	1.0
EOG092634MM	False	False	0.0684931506849315	0.0	511	441	0	0	0.1428571428571428	0.1428571428571428	False	False	0.863013698630137	
EOG092634ZL	True	True	0.1159250585480093	0.015906362545018	549	476	272	263	1.0	1.0	False	False	0.8670309653916212	0.9669117647058824
EOG0926354S	True	True	0.1216750539180445	0.0012406947890818	428	372	67	67	0.9285714285714286	0.9285714285714286	False	False	0.8691588785046729	1.0
EOG0926357F	True	True	0.1616692131398013	0.0147579693034238	748	605	313	305	1.0	1.0	False	False	0.8088235294117647	0.9744408945686901
EOG092635DF	True	True	0.2574671445639188	0.0104679802955665	837	580	293	270	1.0	1.0	False	False	0.6929510155316607	0.9215017064846417
EOG092635SS	False	True	0.6998184500170204	0.0685903500473036	1259	302	166	160	1.0	1.0	True	False	0.2398729150119142	0.963855421686747
EOG092635ST	True	True	0.1920600858369098	0.0124135124135124	466	351	209	182	1.0	1.0	False	False	0.7532188841201717	0.8708133971291866
EOG092635YY	True	True	0.4000212269157291	0.000595238095238	673	360	84	84	1.0	1.0	False	False	0.5349182763744428	1.0
EOG09263690	True	True	0.1677178058081548	0.024074074074074	974	810	338	334	1.0	1.0	False	False	0.8316221765913757	0.9881656804733728
EOG0926369X	True	True	0.2436158546138179	0.0154299977308826	491	339	175	150	0.9285714285714286	0.9285714285714286	False	False	0.6904276985743381	0.8571428571428571
EOG092636T6	True	True	0.0087326466636811	0.0	319	316	13	13	1.0	1.0	False	False	0.9905956112852664	1.0
EOG092636Y6	True	True	0.1769865841073271	0.0076127819548872	969	760	350	321	1.0	1.0	False	False	0.7843137254901961	0.9171428571428571
EOG09263720	True	True	0.1187836553690212	0.0146845540246555	451	394	143	143	1.0	1.0	False	False	0.8736141906873615	1.0
EOG0926374A	True	True	0.2889105058365758	0.0267098340752731	514	353	97	94	1.0	1.0	False	False	0.6867704280155642	0.9690721649484536
EOG09263760	True	True	0.5126219162363741	0.053704360155973	996	403	240	229	1.0	1.0	False	False	0.4046184738955823	0.9541666666666667
EOG09263817	False	True	0.6230302247481271	0.0415543575920934	1106	318	181	149	1.0	1.0	True	False	0.2875226039783002	0.8232044198895028
EOG0926384F	False	True	0.654025127966496	0.0447058823529411	1535	425	310	289	1.0	1.0	True	False	0.2768729641693811	0.932258064516129
EOG0926386D	True	True	0.1858712715855573	0.0070937707825315	490	347	144	97	0.9285714285714286	0.9285714285714286	False	False	0.7081632653061225	0.6736111111111112
EOG0926388H	True	True	0.0468158890290037	0.0008471704506946	488	454	168	154	0.9285714285714286	0.9285714285714286	False	False	0.930327868852459	0.9166666666666666
EOG092638AP	True	True	0.2410564225690276	0.0076468543621828	595	411	260	232	1.0	1.0	False	False	0.6907563025210084	0.8923076923076924
EOG092638CT	True	True	0.4035056967572305	0.0351648351648351	815	325	127	126	0.5	0.5	False	False	0.3987730061349693	0.9921259842519685
EOG092638EN	True	True	0.5302149178255373	0.3575829383886256	1582	844	422	317	0.7142857142857143	0.7142857142857143	False	False	0.5335018963337548	0.7511848341232228
EOG092638RC	True	True	0.0052549630206305	0.0003924646781789	367	364	52	51	1.0	1.0	False	False	0.9918256130790191	0.9807692307692307
EOG092638XA	True	True	0.3471270426989984	0.0008764241893076	542	326	78	78	1.0	1.0	False	False	0.6014760147601476	1.0
EOG0926390Q	False	True	0.6607846289894687	0.0254403131115459	1777	438	169	155	1.0	1.0	True	False	0.24648283624085537	0.9171597633136095
EOG092639H5	True	True	0.2058226134055518	0.1207723372034326	633	566	182	184	1.0	1.0	False	False	0.8941548183254344	1.010989010989011
EOG09263A3Y	True	True	0.2887987012987013	0.0204256360078277	880	584	343	311	1.0	1.0	False	False	0.6636363636363637	0.9067055393586005
EOG09263A5D	True	True	0.0328433624253559	0.0002380952380952	311	300	57	57	1.0	1.0	False	False	0.9646302250803859	1.0
EOG09263A64	True	True	0.2763245400133008	0.0249008723235527	694	485	230	227	0.9285714285714286	0.9285714285714286	False	False	0.6988472622478387	0.9869565217391304
EOG09263AZP	True	True	0.3661490683229814	0.0204845030281439	690	401	238	233	1.0	1.0	False	False	0.5811594202898551	0.9789915966386554
EOG09263B7X	True	True	0.1685992578849721	0.0496482683982684	616	528	224	222	1.0	1.0	False	False	0.8571428571428571	0.9910714285714286
EOG09263BDA	True	True	0.1000334560053529	0.0044401544401544	427	370	123	110	1.0	1.0	False	False	0.8665105386416861	0.8943089430894309
EOG09263BE5	True	True	0.2337036260741982	0.006914433880726	367	267	122	115	0.9285714285714286	0.9285714285714286	False	False	0.7275204359673024	0.9426229508196722
EOG09263BG5	True	True	0.0597069597069597	0.0043281526657485	420	391	154	153	0.9285714285714286	0.9285714285714286	False	False	0.930952380952381	0.9935064935064936
EOG09263BGW	True	True	0.1002601344027747	0.0060658578856152	659	577	219	207	1.0	1.0	False	False	0.8755690440060698	0.9452054794520548
EOG09263C1V	True	True	0.0665382335506816	0.015079365079365	482	450	200	196	1.0	1.0	False	False	0.9336099585062241	0.98
EOG09263C4C	False	True	0.7234790654637983	0.0296174413821472	1965	221	224	107	0.7857142857142857	0.7857142857142857	True	False	0.11246819338422392	0.47767857142857145
EOG09263C55	True	True	0.1487050960735171	0.0030252100840336	513	425	214	205	1.0	1.0	False	False	0.8284600389863548	0.9579439252336449
EOG09263CAC	True	True	0.4140308799280467	0.0065452475811041	953	502	254	223	1.0	1.0	False	False	0.5267576075550892	0.8779527559055118
EOG09263CAH	True	True	0.4835839598997494	0.0013397642015005	665	311	47	47	0.8571428571428571	0.8571428571428571	False	False	0.46766917293233085	1.0
EOG09263CG2	True	True	0.3001605136436597	0.0227050303386181	623	393	259	237	0.9285714285714286	0.9285714285714286	False	False	0.6308186195826645	0.915057915057915
EOG09263CG4	True	True	0.1437368050668543	0.0017006802721088	406	336	94	89	1.0	1.0	False	False	0.8275862068965517	0.9468085106382979
EOG09263CGP	True	True	0.2404718693284936	0.0392944463849109	551	409	207	187	1.0	1.0	False	False	0.7422867513611615	0.9033816425120773
EOG09263CLY	True	True	0.1223544973544973	0.0093333333333333	432	375	164	159	1.0	1.0	False	False	0.8680555555555556	0.9695121951219512
EOG09263CUQ	True	True	0.3205635195254572	0.0150241914947797	867	561	261	255	1.0	1.0	False	False	0.6470588235294118	0.9770114942528736
EOG09263CUU	True	True	0.1418902586415276	0.0018683529749928	591	497	175	172	1.0	1.0	False	False	0.8409475465313029	0.9828571428571429
EOG09263D2P	True	True	0.4226374988929235	0.0778325123152709	1613	580	577	263	1.0	1.0	False	False	0.3595784252944823	0.4558058925476603
EOG09263DFA	False	True	0.6771877337322364	0.001953125	955	256	44	43	1.0	1.0	True	False	0.2680628272251309	0.9772727272727273
EOG09263DQH	True	True	0.0080500894454382	0.0042067307692307	516	512	210	209	0.9285714285714286	0.9285714285714286	False	False	0.9922480620155039	0.9952380952380953
EOG09263E49	True	True	0.2338579499596448	0.0121487119437939	708	488	182	151	1.0	1.0	False	False	0.6892655367231638	0.8296703296703297
EOG09263E5F	True	True	0.438694568255647	0.0251771726967549	1891	766	439	400	1.0	1.0	False	False	0.405076679005817	0.9111617312072893
EOG09263E87	True	True	0.0212994836488812	0.0048203330411919	332	326	76	76	1.0	1.0	False	False	0.9819277108433735	1.0
EOG09263E9V	True	True	0.042544109277177	0.0032806441992245	502	479	165	163	1.0	1.0	False	False	0.954183266932271	0.9878787878787879
EOG09263EBB	True	True	0.5296119809394145	0.0051594746716697	791	328	156	152	0.9285714285714286	0.9285714285714286	False	False	0.41466498103666244	0.9743589743589743
EOG09263EDC	True	True	0.3111417730251811	0.0058557359595421	446	289	117	114	0.9285714285714286	0.9285714285714286	False	False	0.647982062780269	0.9743589743589743
EOG09263EQZ	True	True	0.0115350488021295	0.0	322	318	59	59	1.0	1.0	False	False	0.9875776397515528	1.0
EOG09263EVJ	True	True	0.1502262443438914	0.0051911278905143	595	489	244	241	0.9285714285714286	0.9285714285714286	False	False	0.8218487394957983	0.9877049180327869
EOG09263F11	True	True	0.2080291970802919	0.0139517345399698	548	408	249	228	0.9285714285714286	0.9285714285714286	False	False	0.7445255474452555	0.9156626506024096
EOG09263F3I	True	True	0.0642479213907785	0.0142588108689803	567	531	263	257	1.0	1.0	False	False	0.9365079365079365	0.9771863117870723
EOG09263FAK	True	True	0.168598704398227	0.0148809523809523	419	336	179	173	1.0	1.0	False	False	0.801909307875895	0.9664804469273743
EOG09263FGN	True	True	0.0892857142857142	0.02803738317757	352	321	127	119	1.0	1.0	False	False	0.9119318181818182	0.937007874015748
EOG09263FKC	True	True	0.399783044058745	0.0354942798474626	856	487	159	153	1.0	1.0	False	False	0.5689252336448598	0.9622641509433962
EOG09263FR7	True	True	0.1637630662020905	0.0057333970377448	369	299	164	160	1.0	1.0	False	False	0.8102981029810298	0.975609756097561
EOG09263FTE	True	True	0.1437567470313062	0.006570580754557	397	337	113	112	1.0	1.0	False	False	0.8488664987405542	0.9911504424778761
EOG09263G3M	True	True	0.5424063116370809	0.0168411470186618	1014	338	97	97	0.9285714285714286	0.9285714285714286	False	False	0.3333333333333333	1.0
EOG09263G4R	True	True	0.3571428571428571	0.0504311961004874	1261	381	614	193	1.0	1.0	False	False	0.3021411578112609	0.31433224755700323
EOG09263GIG	True	True	0.2460649531779239	0.0020844913841022	717	514	245	243	1.0	1.0	False	False	0.7168758716875872	0.9918367346938776
EOG09263GSR	True	True	0.341472928694024	0.0105319290761231	986	577	429	399	0.9285714285714286	0.9285714285714286	False	False	0.5851926977687627	0.9300699300699301
EOG09263GUT	True	True	0.0557217651458489	0.0094711917916337	382	362	125	124	1.0	1.0	False	False	0.9476439790575916	0.992
EOG09263H0Y	True	True	0.4244908855159789	0.0468518822949202	1873	869	626	428	1.0	1.0	False	False	0.4639615589962627	0.6837060702875399
EOG09263H5H	True	True	0.0654761904761904	0.0009865824782951	396	362	133	129	1.0	1.0	False	False	0.9141414141414141	0.9699248120300752
EOG09263HD8	True	True	0.1460094864920602	0.0007396449704142	373	312	54	52	0.9285714285714286	0.9285714285714286	False	False	0.8364611260053619	0.9629629629629629
EOG09263HE6	True	True	0.2689760570555272	0.0344702467343976	604	424	268	257	0.9285714285714286	0.9285714285714286	False	False	0.7019867549668874	0.9589552238805971
EOG09263HED	True	True	0.0278481012658227	0.0044994375703037	395	381	166	162	1.0	1.0	False	False	0.9645569620253165	0.9759036144578314
EOG09263HK2	True	True	0.1210135430318916	0.0198606271777003	981	820	597	541	1.0	1.0	False	False	0.835881753312946	0.9061976549413735
EOG09263HYJ	True	True	0.0748209574067093	0.0039110745162618	379	347	143	143	1.0	1.0	False	False	0.9155672823218998	1.0
EOG09263I4U	False	True	0.6899297423887588	0.0173692427790788	1525	366	231	202	1.0	1.0	True	False	0.24	0.8744588744588745
EOG09263I7I	True	True	0.1460794844253491	0.0229357798165137	532	436	141	127	1.0	1.0	False	False	0.8195488721804511	0.900709219858156
EOG09263IMF	True	True	0.2701328522224044	0.0188191013879087	469	327	185	176	0.9285714285714286	0.9285714285714286	False	False	0.697228144989339	0.9513513513513514
EOG09263IQ5	True	True	0.1636975455265241	0.0164251207729468	421	345	130	127	0.8571428571428571	0.8571428571428571	False	False	0.8194774346793349	0.9769230769230769
EOG09263IT0	False	True	0.7024665981500514	0.0486135486135486	1668	407	232	217	1.0	1.0	True	False	0.24400479616306955	0.9353448275862069
EOG09263J3H	True	True	0.0092816787732041	0.0028490028490028	354	351	85	85	1.0	1.0	False	False	0.9915254237288136	1.0
EOG09263J6Z	False	True	0.6377189093327422	0.0028265697557036	1388	381	166	141	0.9285714285714286	0.9285714285714286	True	False	0.2744956772334294	0.8493975903614458
EOG09263J7D	True	True	0.1288141470180305	0.0235434956105347	412	358	154	149	1.0	1.0	False	False	0.8689320388349514	0.9675324675324676
EOG09263JCT	True	True	0.26402774943889	0.0113905325443786	754	520	224	202	0.9285714285714286	0.9285714285714286	False	False	0.6896551724137931	0.9017857142857143
EOG09263JFQ	True	True	0.0843516632722335	0.0034324942791762	491	437	171	164	0.8571428571428571	0.8571428571428571	False	False	0.890020366598778	0.9590643274853801
EOG09263JTO	True	True	0.2188034188034188	0.0004978839930296	405	309	71	71	0.9285714285714286	0.9285714285714286	False	False	0.762962962962963	1.0
EOG09263JW5	True	True	0.2320029839612085	0.000501253132832	383	285	94	93	1.0	1.0	False	False	0.7441253263707572	0.9893617021276596
EOG09263JZO	True	True	0.0607240171272868	0.0046908315565031	367	335	108	102	1.0	1.0	False	False	0.9128065395095368	0.9444444444444444
EOG09263K05	True	True	0.5443349753694581	0.0129205265724037	725	293	123	117	1.0	1.0	False	False	0.40413793103448276	0.9512195121951219
EOG09263K45	True	True	0.0156731757451181	0.0018315018315018	278	273	60	59	1.0	1.0	False	False	0.9820143884892086	0.9833333333333333
EOG09263KB4	True	True	0.526797647687784	0.0147849462365591	1247	248	259	99	0.8571428571428571	0.8571428571428571	False	False	0.19887730553327987	0.38223938223938225
EOG09263KDI	False	True	0.7106142265377934	0.0087856306130417	1727	394	138	138	0.9285714285714286	0.9285714285714286	True	False	0.22814128546612622	1.0
EOG09263KEE	True	True	0.1748376623376623	0.0297444490992878	440	341	171	156	1.0	1.0	False	False	0.775	0.9122807017543859
EOG09263KRO	True	True	0.2027195998749609	0.0128364389233954	457	345	77	64	1.0	1.0	False	False	0.7549234135667396	0.8311688311688312
EOG09263KVG	False	True	0.699002079002079	0.0148059904697072	1850	452	233	229	0.9285714285714286	0.9285714285714286	True	False	0.24432432432432433	0.9828326180257511
EOG09263KZJ	True	True	0.1814574314574314	0.0110348941246644	594	479	198	196	1.0	1.0	False	False	0.8063973063973064	0.98989898989899
EOG09263L00	True	True	0.4639677829588808	0.0357142857142857	1011	472	248	232	1.0	1.0	False	False	0.466864490603363	0.9354838709677419
EOG09263L52	True	True	0.4035053929121726	0.0052224371373307	944	470	218	198	0.7857142857142857	0.7857142857142857	False	False	0.4978813559322034	0.908256880733945
EOG09263L7Y	True	True	0.330367163700497	0.0050479555779909	891	566	274	273	1.0	1.0	False	False	0.6352413019079686	0.9963503649635036
EOG09263L9T	True	True	0.3749610713173466	0.000263435194942	494	292	128	128	0.9285714285714286	0.9285714285714286	False	False	0.5910931174089069	1.0
EOG09263LNF	True	True	0.051418439716312	0.0091299677765843	564	532	214	210	1.0	1.0	False	False	0.9432624113475178	0.9813084112149533
EOG09263LP3	True	True	0.1904943691544187	0.0043678718757583	403	317	101	101	0.9285714285714286	0.9285714285714286	False	False	0.7866004962779156	1.0
EOG09263LR1	True	True	0.0209557883976488	0.0007876082961407	301	293	61	61	0.9285714285714286	0.9285714285714286	False	False	0.973421926910299	1.0
EOG09263M8W	True	True	0.2925223214285714	0.0563097809318111	640	463	254	253	1.0	1.0	False	False	0.7234375	0.9960629921259843
EOG09263MEM	True	True	0.2390806790005722	0.0555977710233029	749	564	82	68	1.0	1.0	False	False	0.753004005340454	0.8292682926829268
EOG09263MGE	True	True	0.131435493640218	0.0035722791140747	381	323	107	105	0.9285714285714286	0.9285714285714286	False	False	0.847769028871391	0.9813084112149533
EOG09263MIB	True	True	0.0937749401436552	0.0011520737327188	358	310	91	86	1.0	1.0	False	False	0.8659217877094972	0.945054945054945
EOG09263MNN	True	True	0.5358168802152204	0.0485714285714285	1687	700	441	436	0.9285714285714286	0.9285714285714286	False	False	0.4149377593360996	0.9886621315192744
EOG09263MR4	True	True	0.47005291005291	0.0055096418732782	525	242	55	54	0.6428571428571429	0.6428571428571429	False	False	0.46095238095238095	0.9818181818181818
EOG09263NE7	True	True	0.1069971286081305	0.0110642781875658	509	438	189	178	0.9285714285714286	0.9285714285714286	False	False	0.8605108055009824	0.9417989417989417
EOG09263NXM	True	True	0.5408735968765251	0.050553613053613	1366	572	226	226	0.8571428571428571	0.8571428571428571	False	False	0.41874084919472915	1.0
EOG09263OAE	True	True	0.1283685888148363	0.007465218866644	493	421	119	117	1.0	1.0	False	False	0.8539553752535497	0.9831932773109243
EOG09263OCO	True	True	0.0089000456412596	0.0	313	310	71	71	1.0	1.0	False	False	0.9904153354632588	1.0
EOG09263OD3	True	True	0.1171901384667342	0.0295698924731182	423	372	159	149	1.0	1.0	False	False	0.8794326241134752	0.9371069182389937
EOG09263OQH	True	True	0.0182539682539682	0.0018211250505868	360	353	62	62	1.0	1.0	False	False	0.9805555555555555	1.0
EOG09263OWL	True	True	0.150735294117647	0.0048605240912933	408	338	134	131	1.0	1.0	False	False	0.8284313725490197	0.9776119402985075
EOG09263OXI	True	True	0.2794759825327511	0.0223958333333333	458	320	114	112	0.8571428571428571	0.8571428571428571	False	False	0.6986899563318777	0.9824561403508771
EOG09263OZR	True	True	0.1001416584940612	0.0112359550561797	1311	1157	626	598	1.0	1.0	False	False	0.8825324180015256	0.9552715654952076
EOG09263P17	True	True	0.3875173370319001	0.0557432432432432	515	296	174	165	1.0	1.0	False	False	0.574757281553398	0.9482758620689655
EOG09263POH	True	True	0.0515463917525773	0.0027548209366391	388	363	161	159	1.0	1.0	False	False	0.9355670103092784	0.9875776397515528
EOG09263PWF	True	True	0.1426507018992568	0.0024801587301587	346	288	158	156	1.0	1.0	False	False	0.8323699421965318	0.9873417721518988
EOG09263PXH	True	True	0.5165699307245835	0.0195993031358885	763	328	129	124	1.0	1.0	False	False	0.42988204456094364	0.9612403100775194
EOG09263Q7N	True	True	0.1561135371179039	0.0309653916211293	458	366	189	163	0.8571428571428571	0.8571428571428571	False	False	0.7991266375545851	0.8624338624338624
EOG09263Q8J	True	True	0.0936121235373105	0.0145299145299145	401	360	56	52	0.9285714285714286	0.9285714285714286	False	False	0.8977556109725686	0.9285714285714286
EOG09263QB7	True	True	0.0862771739130434	0.0007552870090634	368	331	37	37	0.8571428571428571	0.8571428571428571	False	False	0.8994565217391305	1.0
EOG09263QH4	True	True	0.3603603603603603	0.0123392422662495	666	411	143	142	1.0	1.0	False	False	0.6171171171171171	0.993006993006993
EOG09263QPR	True	True	0.1576602471974705	0.0050646175340551	497	409	171	168	1.0	1.0	False	False	0.8229376257545271	0.9824561403508771
EOG09263QUM	True	True	0.0572382542332458	0.0048125633232016	599	564	122	121	1.0	1.0	False	False	0.9415692821368948	0.9918032786885246
EOG09263R4M	True	True	0.1677018633540372	0.0232993197278911	506	420	206	201	1.0	1.0	False	False	0.8300395256916996	0.9757281553398058
EOG09263R62	True	True	0.0484500574052812	0.0197115384615384	335	320	157	155	0.9285714285714286	0.9285714285714286	False	False	0.9552238805970149	0.9872611464968153
EOG09263RDD	True	True	0.1790840738209159	0.0040391156462585	418	336	116	113	1.0	1.0	False	False	0.8038277511961722	0.9741379310344828
EOG09263RF8	True	True	0.1323278315310188	0.0362811791383219	1004	882	467	458	1.0	1.0	False	False	0.8784860557768924	0.9807280513918629
EOG09263ROQ	True	True	0.2070676691729323	0.0079588958291356	950	709	416	382	1.0	1.0	False	False	0.7463157894736843	0.9182692307692307
EOG09263RVR	True	True	0.5301441677588467	0.0254957507082152	1090	353	137	119	1.0	1.0	False	False	0.3238532110091743	0.8686131386861314
EOG09263RW3	True	True	0.0327165459908822	0.0047699214365881	339	324	84	81	0.7857142857142857	0.7857142857142857	False	False	0.9557522123893806	0.9642857142857143
EOG09263RY2	True	True	0.1530172413793103	0.0011102886750555	232	193	61	61	1.0	1.0	False	False	0.8318965517241379	1.0
EOG09263S1E	True	True	0.0513622974963181	0.010371819960861	388	365	205	201	1.0	1.0	False	False	0.9407216494845361	0.9804878048780488
EOG09263S2P	True	True	0.2049963924963925	0.0245841487279843	792	584	418	384	1.0	1.0	False	False	0.7373737373737373	0.9186602870813397
EOG09263SFX	True	True	0.1878469179082676	0.0086173879739563	489	373	212	188	1.0	1.0	False	False	0.7627811860940695	0.8867924528301887
EOG09263SZM	True	True	0.1809250920998772	0.0033282130056323	349	279	135	133	1.0	1.0	False	False	0.7994269340974212	0.9851851851851852
EOG09263TQ5	True	True	0.1683673469387755	0.0011984659635666	364	298	77	77	1.0	1.0	False	False	0.8186813186813187	1.0
EOG09263U08	False	True	0.6196085377734479	0.0359138068635275	1613	358	371	214	1.0	1.0	True	False	0.22194668319900807	0.5768194070080862
EOG09263U71	True	True	0.1196330991412958	0.0107026523964634	366	307	186	170	1.0	1.0	False	False	0.8387978142076503	0.9139784946236559
EOG09263UAJ	True	True	0.3675351288056206	0.0205326032852165	976	574	325	305	1.0	1.0	False	False	0.5881147540983607	0.9384615384615385
EOG09263UCR	True	True	0.4782832441333882	0.025140977443609	694	304	175	160	1.0	1.0	False	False	0.43804034582132567	0.9142857142857143
EOG09263ULA	True	True	0.0772860397006182	0.0044310528181495	439	403	92	91	1.0	1.0	False	False	0.9179954441913439	0.9891304347826086
EOG09263UN3	True	True	0.2755705832628909	0.040473372781065	455	325	207	204	0.9285714285714286	0.9285714285714286	False	False	0.7142857142857143	0.9855072463768116
EOG09263UQF	True	True	0.2030005310674455	0.0058057705840957	538	406	171	156	1.0	1.0	False	False	0.7546468401486989	0.9122807017543859
