gene_id	same_taxon_ids	n_taxa_raw	n_taxa_trimmed	length_raw	length_trimmed	retained_length_fraction	variable_raw	variable_trimmed	pis_raw	pis_trimmed	pis_difference	pis_retained_fraction	entropy_raw	entropy_trimmed
EOG09261P7G	True	13	13	1229	568	0.46216436126932464	437	334	242	216	-26	0.8925619834710744	0.4621612514273098	0.7543579428983235
EOG09261PJZ	True	14	14	1069	840	0.7857811038353602	591	548	382	371	-11	0.9712041884816754	0.7343571299900908	0.8711888815950292
EOG09261PNZ	True	14	14	632	467	0.7389240506329114	261	252	166	163	-3	0.9819277108433735	0.4357989192260507	0.5643940114409937
EOG09261PUF	True	14	14	789	682	0.8643852978453739	375	345	230	220	-10	0.9565217391304348	0.45610419038382316	0.4873781668586547
EOG09261Q18	True	13	13	1204	608	0.5049833887043189	694	451	403	338	-65	0.8387096774193549	0.8136286452698384	1.0627596101737737
EOG09261Q5L	True	14	14	1266	332	0.26224328593996843	931	255	495	195	-300	0.3939393939393939	1.0598254414770085	0.9883642096353296
EOG09261QR5	True	14	14	821	646	0.7868453105968332	527	487	355	349	-6	0.9830985915492958	0.9034009087604711	1.0615127651620564
EOG09261QR8	True	14	14	529	460	0.8695652173913043	296	285	174	170	-4	0.9770114942528736	0.5937596747488435	0.6464104513070114
EOG09261QXC	True	14	14	589	525	0.8913412563667232	205	196	125	125	0	1.0	0.3331813249139317	0.35665485785582046
EOG09261QYO	True	14	14	2119	979	0.462010382255781	1275	701	561	530	-31	0.9447415329768271	0.7177426366109291	0.9174310578514536
EOG09261RFF	True	14	14	1146	812	0.7085514834205934	449	411	276	258	-18	0.9347826086956522	0.3989568949781805	0.5092668574594897
EOG09261RU1	True	14	14	945	517	0.5470899470899471	242	241	165	164	-1	0.9939393939393939	0.2653292861184452	0.4803032755053856
EOG09261RWJ	True	14	14	609	551	0.9047619047619048	183	182	105	105	0	1.0	0.2638226069899606	0.2907422360495403
EOG09261RWU	True	12	12	617	541	0.8768233387358185	368	365	255	254	-1	0.996078431372549	0.7823385106208574	0.8874479745096046
EOG09261S0S	True	14	14	2127	578	0.27174424071462155	1013	370	243	238	-5	0.9794238683127572	0.5260497064672509	0.8081229503926353
EOG09261S7X	True	14	14	823	613	0.7448359659781288	604	530	403	395	-8	0.9801488833746899	1.1645722490140527	1.4056680678554159
EOG09261SS1	True	14	14	1010	555	0.5495049504950495	339	334	208	207	-1	0.9951923076923077	0.36128245588680125	0.6487400137649664
EOG09261T6U	True	14	14	575	550	0.9565217391304348	176	175	106	106	0	1.0	0.30452614041072423	0.31548648770080967
EOG09261T74	True	14	14	576	528	0.9166666666666666	123	113	54	54	0	1.0	0.17816567169780953	0.175423157003671
EOG09261T98	True	14	14	1201	717	0.5970024979184013	431	255	200	188	-12	0.94	0.38824256295443227	0.4031668632502341
EOG09261TEQ	True	14	14	610	580	0.9508196721311475	267	257	162	159	-3	0.9814814814814815	0.3928410345101025	0.3972599610045785
EOG09261TPN	True	14	14	516	511	0.9903100775193798	149	144	85	85	0	1.0	0.2623817843354835	0.25349175729807855
EOG09261UMG	True	14	14	589	545	0.9252971137521222	364	342	211	206	-5	0.976303317535545	0.6362310615669724	0.6315848354352357
EOG09261UOJ	True	14	14	1320	441	0.3340909090909091	537	290	224	211	-13	0.9419642857142857	0.4836654401635616	0.8356418769882625
EOG09261UPM	True	14	14	1088	982	0.9025735294117647	829	781	586	577	-9	0.984641638225256	1.0983691160936484	1.1477638774815242
EOG09261UWT	True	13	13	456	357	0.7828947368421053	202	169	120	118	-2	0.9833333333333333	0.5319530631686287	0.5828034224105538
EOG09261V03	True	14	14	612	429	0.7009803921568627	268	208	149	146	-3	0.9798657718120806	0.5136085723843029	0.5894274173217608
EOG09261V2P	True	14	14	1888	935	0.4952330508474576	772	705	498	478	-20	0.9598393574297188	0.49699383958044163	0.9056382353895467
EOG09261V87	True	14	14	682	654	0.9589442815249267	433	416	268	260	-8	0.9701492537313433	0.6588897899817149	0.6526880121576439
EOG09261V9P	True	14	14	588	523	0.8894557823129252	207	199	93	91	-2	0.978494623655914	0.2701849766818014	0.28934271339190454
EOG09261VD2	True	13	13	698	483	0.6919770773638968	349	322	251	249	-2	0.9920318725099602	0.6045178749840708	0.8117496123020468
EOG09261VI3	True	14	14	650	581	0.8938461538461538	181	178	86	86	0	1.0	0.2343288153691049	0.2569943717554529
EOG09261VUC	True	14	14	919	750	0.8161044613710555	598	568	408	404	-4	0.9901960784313726	0.7968726509610201	0.931231134201923
EOG09261W1K	True	13	13	977	825	0.8444216990788127	682	664	484	479	-5	0.9896694214876033	0.9527088463469668	1.1014875424492738
EOG09261W2O	True	14	14	588	523	0.8894557823129252	306	259	222	198	-24	0.8918918918918919	0.6902627540527501	0.6284544584470428
EOG09261W3X	True	14	14	1126	508	0.4511545293072824	274	143	86	85	-1	0.9883720930232558	0.2280693368128431	0.24757393210849316
EOG09261W90	True	14	14	690	464	0.672463768115942	215	208	117	116	-1	0.9914529914529915	0.3140070063478906	0.4485360430221899
EOG09261WJ8	True	11	11	599	455	0.7595993322203672	390	367	265	258	-7	0.9735849056603774	0.8901712563525477	1.1069576679114137
EOG09261WVT	True	14	14	878	567	0.6457858769931663	382	323	151	151	0	1.0	0.3846669897639777	0.4838411126857317
EOG09261X9E	True	14	14	464	446	0.9612068965517241	213	207	141	137	-4	0.9716312056737588	0.5199847826982608	0.5199354570124104
EOG09261XAF	True	12	12	702	424	0.603988603988604	321	256	180	170	-10	0.9444444444444444	0.598465851239654	0.7744445065778539
EOG09261XGL	True	14	14	851	496	0.5828437132784959	345	322	220	218	-2	0.990909090909091	0.4855637537902828	0.7823730075585198
EOG09261XNJ	True	14	14	540	535	0.9907407407407407	160	158	92	91	-1	0.9891304347826086	0.23434901305806302	0.23298120202105663
EOG09261XNU	True	14	14	862	834	0.9675174013921114	362	352	182	179	-3	0.9835164835164835	0.3813116562924245	0.3802020593724676
EOG09261XZ6	True	13	13	811	704	0.8680641183723797	567	529	410	388	-22	0.9463414634146341	0.9886166640264551	1.0513323528342708
EOG09261Y04	True	14	14	1128	514	0.45567375886524825	203	201	113	112	-1	0.9911504424778761	0.1797109737782585	0.38675991532340315
EOG09261YGB	True	14	14	1043	848	0.8130393096836049	646	537	405	339	-66	0.837037037037037	0.7185365606468307	0.695560334590722
EOG09261YLQ	True	14	14	746	588	0.7882037533512064	361	327	196	189	-7	0.9642857142857143	0.5695848378438303	0.6348656570492887
EOG09261YRA	True	14	14	587	531	0.9045996592844975	298	290	188	188	0	1.0	0.499960523236363	0.5389951056464382
EOG09261YV6	True	14	14	862	730	0.8468677494199536	517	488	265	263	-2	0.9924528301886792	0.6637502457608127	0.73914716479141
EOG09261ZFN	True	14	14	948	790	0.8333333333333334	452	366	282	234	-48	0.8297872340425532	0.5136740996363164	0.483045512236711
EOG09261ZI1	True	14	14	567	504	0.8888888888888888	273	252	159	150	-9	0.9433962264150944	0.5648510281141481	0.5731503842568803
EOG09261ZJR	True	14	14	748	719	0.9612299465240641	475	472	284	284	0	1.0	0.6504819705727302	0.6734432147715486
EOG09261ZPW	True	14	14	1073	754	0.7027027027027027	515	485	308	302	-6	0.9805194805194806	0.5810847454223819	0.7689880335724381
EOG09261ZXZ	True	14	14	813	698	0.8585485854858549	464	419	311	291	-20	0.9356913183279743	0.6929540811593612	0.7292855050574268
EOG092620CR	True	14	14	822	665	0.8090024330900243	452	436	301	296	-5	0.9833887043189369	0.6442296247517587	0.7699137948651356
EOG092620E4	True	14	14	478	476	0.99581589958159	121	120	48	48	0	1.0	0.16478093370142824	0.16376892475803267
EOG092620EL	True	14	14	2606	574	0.2202609363008442	1029	364	321	278	-43	0.8660436137071651	0.4218501564001271	0.7402410774681276
EOG092620FM	True	14	14	1298	553	0.42604006163328195	746	419	358	320	-38	0.8938547486033519	0.7122602940273578	1.0130911453621019
EOG092620IA	True	14	14	996	909	0.9126506024096386	695	676	479	470	-9	0.9812108559498957	0.9150445762929639	0.9737310247159802
EOG092620U5	True	13	13	571	458	0.8021015761821366	360	337	239	239	0	1.0	0.8708745391843704	1.0332500213783904
EOG092620V3	True	13	13	1452	380	0.26170798898071623	364	293	231	219	-12	0.948051948051948	0.37091685088003584	1.1760500438836028
EOG0926213Q	True	13	13	585	473	0.8085470085470086	329	289	231	223	-8	0.9653679653679653	0.762275420625327	0.8355468980204166
EOG0926213Z	True	14	14	1759	1068	0.6071631608868675	914	815	596	588	-8	0.9865771812080537	0.7659591114237475	1.1487661779535987
EOG092621CK	True	13	13	1179	894	0.7582697201017812	789	681	531	491	-40	0.9246704331450094	0.911112625721359	1.0462310192996436
EOG092621CP	True	9	9	681	580	0.8516886930983847	375	356	220	220	0	1.0	0.648421074814418	0.728940567298334
EOG092621F2	True	14	14	1072	677	0.6315298507462687	500	381	299	262	-37	0.8762541806020067	0.5816783347565027	0.6931425626569776
EOG092621GA	True	14	14	711	660	0.9282700421940928	489	460	335	319	-16	0.9522388059701492	0.8127994534183862	0.8180404109960937
EOG092621GY	True	13	13	1353	1021	0.754619364375462	905	793	364	362	-2	0.9945054945054945	0.8679702408294583	1.0339978987075003
EOG092621S9	True	8	8	499	493	0.9879759519038076	280	279	163	163	0	1.0	0.6847097113244457	0.6911802233607381
EOG092621X3	True	11	11	672	603	0.8973214285714286	418	397	253	248	-5	0.9802371541501976	0.7200974606923457	0.7639849456402108
EOG092621YU	True	14	14	578	539	0.9325259515570934	282	281	159	158	-1	0.9937106918238994	0.4459187926263462	0.47535218409662067
EOG092621ZV	True	13	13	610	580	0.9508196721311475	444	423	313	307	-6	0.9808306709265175	0.8460492832935039	0.8455751035289203
EOG0926229Z	True	12	12	484	448	0.9256198347107438	295	289	184	184	0	1.0	0.6532567323806511	0.6927110052979947
EOG09262341	True	14	14	1206	503	0.41708126036484244	408	301	283	231	-52	0.8162544169611308	0.46922203331188517	0.8169983812101239
EOG0926235L	True	14	14	737	640	0.8683853459972863	443	399	289	281	-8	0.972318339100346	0.7285121910343372	0.7625076208231022
EOG09262387	True	14	14	678	602	0.887905604719764	343	334	188	184	-4	0.9787234042553191	0.43805139615147215	0.4757984746457817
EOG092623WR	True	14	14	760	602	0.7921052631578948	449	409	221	198	-23	0.8959276018099548	0.6429005667229278	0.7148270977425459
EOG0926248P	True	14	14	1779	710	0.3991006183249016	603	446	259	255	-4	0.9845559845559846	0.3634303540770084	0.648326792580779
EOG0926248W	True	14	14	2157	1363	0.6318961520630505	1364	1122	580	520	-60	0.896551724137931	0.6479539057699545	0.8108987294482134
EOG092624JL	True	14	14	798	630	0.7894736842105263	467	393	265	240	-25	0.9056603773584906	0.6807025045240472	0.7090262965952634
EOG092624KK	True	14	14	525	465	0.8857142857142857	321	311	209	209	0	1.0	0.7695681034236679	0.8397812872748647
EOG092624RX	True	14	14	1426	553	0.38779803646563815	659	390	329	282	-47	0.8571428571428571	0.6065685371064119	0.9703742892396169
EOG092624SJ	True	14	14	664	573	0.8629518072289156	401	352	291	269	-22	0.9243986254295533	0.8129844866298207	0.8326919046923418
EOG092624UF	True	14	14	800	673	0.84125	396	376	240	233	-7	0.9708333333333333	0.5747197087433282	0.6419037875866193
EOG092624X0	True	14	14	618	544	0.8802588996763754	363	347	237	234	-3	0.9873417721518988	0.6906605417254136	0.7516458681294746
EOG09262516	True	14	14	548	541	0.9872262773722628	152	151	71	70	-1	0.9859154929577465	0.19320139424750316	0.19390649436816462
EOG0926251E	True	13	13	605	552	0.912396694214876	330	315	203	200	-3	0.9852216748768473	0.571458483921072	0.5875995109969688
EOG09262528	True	12	12	555	448	0.8072072072072072	309	263	162	154	-8	0.9506172839506173	0.6749258812079657	0.6896609996780663
EOG092625AX	True	14	14	773	486	0.628719275549806	360	291	219	201	-18	0.9178082191780822	0.5958453045937561	0.7514529273461656
EOG092625OH	True	14	14	984	527	0.5355691056910569	328	278	198	191	-7	0.9646464646464646	0.3799048059119519	0.5928507090229551
EOG092625P1	True	14	14	843	595	0.7058125741399762	489	389	282	278	-4	0.9858156028368794	0.7551517999723203	0.8718189578772805
EOG092625U6	True	12	12	1234	474	0.3841166936790924	458	378	254	253	-1	0.9960629921259843	0.46656539631338806	1.0216448509618599
EOG09262645	True	14	14	989	680	0.6875631951466128	554	487	391	361	-30	0.9232736572890026	0.7867331533810257	1.008282617844379
EOG092626EQ	True	14	14	890	683	0.7674157303370787	545	462	307	291	-16	0.9478827361563518	0.7324831694363743	0.8147820572751969
EOG092626HU	True	14	14	576	507	0.8802083333333334	299	282	157	157	0	1.0	0.4836527061249744	0.5142946095855547
EOG09262739	True	14	14	474	467	0.9852320675105485	134	133	79	79	0	1.0	0.22463622315311324	0.22706225436328512
EOG0926273Q	True	14	14	819	479	0.5848595848595849	209	156	97	89	-8	0.9175257731958762	0.27489239060352827	0.345859071300012
EOG092627F1	True	14	14	782	594	0.7595907928388747	402	328	256	224	-32	0.875	0.5644024909139195	0.6013318138337214
EOG092627XA	True	14	14	709	509	0.7179125528913963	287	240	167	158	-9	0.9461077844311377	0.41146388859839833	0.4707704758020485
EOG092628A0	True	11	11	1583	1180	0.7454200884396716	571	427	244	221	-23	0.9057377049180327	0.3816891726660434	0.36717028355636466
EOG092628FW	True	14	14	492	406	0.8252032520325203	266	236	164	161	-3	0.9817073170731707	0.6075299162774882	0.658396302416072
EOG092628HC	True	14	14	593	409	0.6897133220910624	269	263	155	155	0	1.0	0.538503083080289	0.765070983942682
EOG092628LW	True	14	14	872	775	0.8887614678899083	472	457	280	280	0	1.0	0.5342966201353514	0.5824416044035852
EOG092628SP	True	13	13	417	322	0.7721822541966427	217	204	148	147	-1	0.9932432432432432	0.6164348794787955	0.7526524260479277
EOG09262914	True	14	14	2435	471	0.19342915811088296	314	300	136	133	-3	0.9779411764705882	0.12041329124254745	0.5871179839141968
EOG092629FB	True	14	14	1008	687	0.6815476190476191	653	493	438	371	-67	0.8470319634703196	0.9400689035091477	1.045814339549131
EOG092629RT	True	14	14	676	637	0.9423076923076923	371	348	240	233	-7	0.9708333333333333	0.5895799174895644	0.5746784882087023
EOG092629U5	True	14	14	778	308	0.39588688946015427	355	210	222	166	-56	0.7477477477477478	0.6298891340538216	0.9503864011979507
EOG092629WA	True	13	13	826	666	0.8062953995157385	442	391	280	256	-24	0.9142857142857143	0.6077928694232744	0.6546504509767161
EOG092629WJ	True	14	14	1985	667	0.33602015113350125	1055	505	370	334	-36	0.9027027027027027	0.6396956777752731	0.9936638861628467
EOG092629ZN	True	13	13	487	441	0.9055441478439425	234	232	119	119	0	1.0	0.43342535347376304	0.47427714069577154
EOG09262A65	True	14	14	1244	719	0.5779742765273312	575	521	402	362	-40	0.900497512437811	0.6595233249857572	0.9972801972796456
EOG09262A6N	True	13	13	2313	525	0.22697795071335927	627	445	265	229	-36	0.8641509433962264	0.2878201429163946	0.8358312621596892
EOG09262A8G	True	12	12	684	410	0.5994152046783626	285	277	165	162	-3	0.9818181818181818	0.4830145696798869	0.7783153149201194
EOG09262B1U	True	14	14	532	419	0.7875939849624061	303	279	213	202	-11	0.9483568075117371	0.6996305087343542	0.8020243969784514
EOG09262BCZ	True	14	14	1446	640	0.4426002766251729	526	450	319	309	-10	0.9686520376175548	0.4533620421453956	0.8859706412738617
EOG09262BHE	True	14	14	701	386	0.550641940085592	327	152	81	74	-7	0.9135802469135802	0.518124512240338	0.34089112947979644
EOG09262BVA	True	12	12	588	449	0.7636054421768708	431	399	267	264	-3	0.9887640449438202	1.0136356747357023	1.2390973942799812
EOG09262C5Z	True	13	13	1434	435	0.303347280334728	440	359	283	266	-17	0.9399293286219081	0.4637057545971177	1.2657664189319997
EOG09262CA4	True	14	14	529	524	0.9905482041587902	202	201	105	105	0	1.0	0.30689866531087207	0.3079186907432277
EOG09262CBI	True	13	13	1239	414	0.3341404358353511	317	199	137	135	-2	0.9854014598540146	0.26817574489954626	0.5151212763266405
EOG09262CDO	True	12	12	511	453	0.8864970645792564	134	103	55	55	0	1.0	0.27258924363950915	0.22818912675106404
EOG09262CMP	True	12	12	657	641	0.9756468797564688	284	276	184	181	-3	0.9836956521739131	0.42902703576172624	0.4278225810115565
EOG09262CO6	True	14	14	492	478	0.9715447154471545	218	212	127	127	0	1.0	0.4575790306315763	0.45842862567099474
EOG09262CUO	True	13	13	519	411	0.791907514450867	258	209	145	131	-14	0.903448275862069	0.5954956402406913	0.603923841023117
EOG09262CXO	True	14	14	673	516	0.7667161961367014	308	288	185	182	-3	0.9837837837837838	0.44726426013298765	0.5369954218126483
EOG09262D0D	True	14	14	2749	836	0.3041105856675155	736	517	380	337	-43	0.8868421052631579	0.2996333632398472	0.6800340322752215
EOG09262D4G	True	14	14	757	511	0.6750330250990753	530	424	328	292	-36	0.8902439024390244	0.9904054183473417	1.19341523136629
EOG09262DC1	True	14	14	539	493	0.9146567717996289	289	285	169	168	-1	0.9940828402366864	0.5442836965612644	0.5843215243480293
EOG09262DKA	True	13	13	459	424	0.9237472766884531	193	178	123	121	-2	0.983739837398374	0.40575364426062116	0.3978855600348861
EOG09262DPL	True	14	14	555	498	0.8972972972972973	325	302	182	182	0	1.0	0.6270614439005713	0.6496926106600144
EOG09262DUV	True	13	13	469	405	0.8635394456289979	213	202	134	132	-2	0.9850746268656716	0.5043348462607651	0.5549010109502641
EOG09262E3Q	True	14	14	3165	784	0.24770932069510268	1575	657	758	501	-257	0.6609498680738787	0.7203552661939099	1.1950201686597715
EOG09262E4Q	True	14	14	511	439	0.8590998043052838	133	129	95	94	-1	0.9894736842105263	0.21394745006397067	0.23966667707476327
EOG09262E4T	True	14	14	539	506	0.9387755102040817	389	370	218	214	-4	0.981651376146789	0.7633071985923298	0.7690757894178706
EOG09262E7I	True	13	13	883	645	0.7304643261608154	430	380	249	245	-4	0.9839357429718876	0.571820843681062	0.6973871177285408
EOG09262E7W	True	14	14	709	509	0.7179125528913963	390	322	261	241	-20	0.9233716475095786	0.8000737525270682	0.9197840833339751
EOG09262E98	True	14	14	939	898	0.9563365282215123	541	529	347	343	-4	0.9884726224783862	0.6846339482105761	0.6984829822229953
EOG09262ESR	True	14	14	962	708	0.735966735966736	576	467	286	284	-2	0.993006993006993	0.7890140724497817	0.9029249811575291
EOG09262F22	True	14	14	424	419	0.9882075471698113	139	136	92	92	0	1.0	0.30336192097214787	0.2982854374759331
EOG09262F7P	True	11	11	2738	296	0.10810810810810811	384	258	187	135	-52	0.7219251336898396	0.16735365943844474	0.937728985646773
EOG09262FE3	True	14	14	1028	537	0.5223735408560312	624	346	254	237	-17	0.9330708661417323	0.7200540073378968	0.8147170000481178
EOG09262FJB	True	14	14	1901	501	0.26354550236717517	1023	351	348	223	-125	0.6408045977011494	0.6104824553379401	0.8109455276378436
EOG09262FW1	True	14	14	667	460	0.6896551724137931	372	314	255	246	-9	0.9647058823529412	0.820816591029957	1.0370110326141897
EOG09262G8Y	True	14	14	1308	666	0.5091743119266054	712	495	398	361	-37	0.907035175879397	0.7235648394142687	1.0301053771423372
EOG09262GLP	True	8	8	550	467	0.8490909090909091	401	385	199	198	-1	0.9949748743718593	1.191364180108099	1.3618506146336065
EOG09262GNE	True	14	14	1608	439	0.27300995024875624	436	328	227	220	-7	0.9691629955947136	0.3207707504671997	0.8918041094765005
EOG09262GVX	True	13	13	1263	710	0.56215360253365	531	413	260	250	-10	0.9615384615384616	0.4402924842997183	0.6001703833600533
EOG09262GWQ	True	11	11	793	480	0.605296343001261	401	320	229	228	-1	0.9956331877729258	0.659063689162413	0.9172343105692621
EOG09262GXD	True	14	14	445	443	0.9955056179775281	114	112	70	69	-1	0.9857142857142858	0.22574532623064764	0.2205568175454587
EOG09262H1X	True	9	9	541	469	0.866913123844732	280	274	159	159	0	1.0	0.5594435216989571	0.630805260372445
EOG09262H34	True	13	13	1123	407	0.3624220837043633	518	260	267	213	-54	0.797752808988764	0.6243271288194132	0.8528975891023124
EOG09262H50	True	14	14	641	494	0.7706708268330733	394	334	268	242	-26	0.9029850746268657	0.8585921586201326	0.933895566862642
EOG09262HA6	True	13	13	503	473	0.9403578528827038	293	280	186	180	-6	0.967741935483871	0.655576009772481	0.6579081165400579
EOG09262HKC	True	14	14	641	555	0.8658346333853354	446	408	259	249	-10	0.9613899613899614	0.7910269366177431	0.8322350352564083
EOG09262HP3	True	14	14	441	351	0.7959183673469388	180	176	113	112	-1	0.9911504424778761	0.4572790585344113	0.5582600790007415
EOG09262HQM	True	14	14	1487	1019	0.6852723604572966	966	844	670	627	-43	0.935820895522388	0.8489000935447271	1.0928979119884286
EOG09262I0R	True	13	13	639	445	0.6964006259780907	373	323	221	215	-6	0.9728506787330317	0.77687220685837	0.9657329312611802
EOG09262I5I	True	13	13	725	651	0.8979310344827586	307	290	190	183	-7	0.9631578947368421	0.4637254814336604	0.48089196704780635
EOG09262ILV	True	14	14	686	484	0.7055393586005831	428	333	239	228	-11	0.9539748953974896	0.7961928799378265	0.8925429153886093
EOG09262IP2	True	13	13	483	425	0.8799171842650103	238	205	147	138	-9	0.9387755102040817	0.6010939118167337	0.5720730490597825
EOG09262IY3	True	13	13	2196	330	0.15027322404371585	576	271	330	178	-152	0.5393939393939394	0.3611087108746446	0.957921414164351
EOG09262IZ6	True	14	14	455	416	0.9142857142857143	195	182	114	111	-3	0.9736842105263158	0.48341623882218143	0.4840017095572569
EOG09262IZO	True	12	12	598	454	0.7591973244147158	291	250	141	137	-4	0.9716312056737588	0.5379434894205054	0.6035600668727839
EOG09262J7K	True	14	14	799	629	0.7872340425531915	404	336	205	195	-10	0.9512195121951219	0.5501689295420925	0.56872058297814
EOG09262JAT	True	14	14	509	395	0.7760314341846758	281	198	204	155	-49	0.7598039215686274	0.7593137336742362	0.6490255573201195
EOG09262JRP	True	14	14	1005	588	0.5850746268656717	609	448	368	347	-21	0.9429347826086957	0.810622454662696	1.0588659047265043
EOG09262JWJ	True	13	13	515	394	0.7650485436893204	91	91	51	51	0	1.0	0.13847758077608507	0.18100495964386754
EOG09262JZK	True	14	14	398	361	0.907035175879397	200	169	116	113	-3	0.9741379310344828	0.5785578697103524	0.5158974037501932
EOG09262JZW	True	13	13	660	506	0.7666666666666667	436	396	249	249	0	1.0	0.8413852629888652	1.0138134153814864
EOG09262K67	True	14	14	595	480	0.8067226890756303	330	296	212	198	-14	0.9339622641509434	0.6376630500608318	0.6982376700537001
EOG09262K8C	True	14	14	415	302	0.727710843373494	230	221	134	134	0	1.0	0.5657363884843555	0.7443066265596278
EOG09262K8L	True	13	13	959	410	0.42752867570385816	325	272	216	202	-14	0.9351851851851852	0.43262840816869463	0.857814197054386
EOG09262K9A	True	13	13	502	435	0.8665338645418327	268	252	146	144	-2	0.9863013698630136	0.6258424388907243	0.6816141656113136
EOG09262KJA	True	14	14	507	481	0.9487179487179487	303	285	217	201	-16	0.9262672811059908	0.745869511211055	0.7239810509678127
EOG09262KN8	True	14	14	1586	1125	0.7093316519546028	886	755	535	518	-17	0.9682242990654205	0.6328558760328695	0.7604507086603669
EOG09262KUJ	True	14	14	520	469	0.9019230769230769	230	202	149	138	-11	0.9261744966442953	0.5068248868179837	0.47812132563063603
EOG09262KVB	True	14	14	689	412	0.5979680696661829	358	268	216	195	-21	0.9027777777777778	0.6854423897619043	0.83602373550329
EOG09262KXK	True	14	14	1139	394	0.34591747146619845	203	140	89	87	-2	0.9775280898876404	0.17563704144019734	0.3537299294042254
EOG09262KZ3	True	14	14	765	532	0.6954248366013072	481	391	277	267	-10	0.9638989169675091	0.7303300918457918	0.846282782621213
EOG09262L1P	True	14	14	1221	540	0.44226044226044225	453	287	188	183	-5	0.973404255319149	0.4123650996011882	0.6090026597836552
EOG09262LI4	True	13	13	1066	546	0.5121951219512195	413	365	271	266	-5	0.981549815498155	0.5606020744889452	0.9724959740877395
EOG09262LQT	True	14	14	675	656	0.9718518518518519	455	447	305	303	-2	0.9934426229508196	0.8586834129945731	0.8682288958746109
EOG09262LYR	True	14	14	451	449	0.9955654101995566	107	107	66	66	0	1.0	0.1937049946537733	0.19456782313775448
EOG09262M0W	True	14	14	438	383	0.8744292237442922	231	203	111	105	-6	0.9459459459459459	0.602733828269923	0.5863534064739554
EOG09262M2J	True	14	14	400	358	0.895	262	260	187	187	0	1.0	0.6939918258021985	0.7708775812065952
EOG09262M7B	True	13	13	457	424	0.9277899343544858	210	201	108	104	-4	0.9629629629629629	0.40347746576347554	0.40533471853267017
EOG09262MEK	True	14	14	529	369	0.6975425330812854	211	203	192	191	-1	0.9947916666666666	0.2945480903761874	0.4013533756647816
EOG09262MFL	True	13	13	920	584	0.6347826086956522	487	396	299	281	-18	0.939799331103679	0.7202467302212372	0.9427598043503836
EOG09262MJW	True	14	14	874	710	0.8123569794050344	407	303	191	172	-19	0.900523560209424	0.5037747231361474	0.4411984229594503
EOG09262MOO	True	13	13	570	470	0.8245614035087719	413	370	305	303	-2	0.9934426229508196	0.8161999438367921	0.897382572684565
EOG09262MXH	True	14	14	385	362	0.9402597402597402	162	149	117	115	-2	0.9829059829059829	0.4110389749147415	0.3968594444086436
EOG09262N0U	True	14	14	800	489	0.61125	374	328	198	197	-1	0.9949494949494949	0.5585319391278308	0.8091393846737827
EOG09262N10	True	13	13	1026	411	0.40058479532163743	300	274	229	220	-9	0.9606986899563319	0.37896327090366827	0.8765535313251496
EOG09262N3C	True	14	14	409	404	0.9877750611246944	116	114	72	71	-1	0.9861111111111112	0.29442578927676816	0.29218159485324746
EOG09262N47	True	14	14	661	410	0.6202723146747352	344	294	232	213	-19	0.9181034482758621	0.6843081306962578	0.9433077466030624
EOG09262N5O	True	14	14	877	743	0.8472063854047891	569	510	369	347	-22	0.940379403794038	0.7625581223494599	0.7949003315580735
EOG09262NB1	True	14	14	1170	400	0.3418803418803419	253	239	153	150	-3	0.9803921568627451	0.21911004882621518	0.5944748709884494
EOG09262NIR	True	14	14	980	268	0.27346938775510204	540	213	254	157	-97	0.6181102362204725	0.6771508148690873	0.9760118445931318
EOG09262NNS	True	14	14	525	477	0.9085714285714286	282	269	175	167	-8	0.9542857142857143	0.6223345115865362	0.6405639480442117
EOG09262O0R	True	14	14	763	420	0.5504587155963303	283	273	145	143	-2	0.9862068965517241	0.37781583382043504	0.6553679997809051
EOG09262OJ4	True	14	14	1164	895	0.7689003436426117	541	440	219	219	0	1.0	0.540797898979289	0.5859627050899242
EOG09262OLP	True	14	14	1084	547	0.5046125461254612	638	448	425	324	-101	0.7623529411764706	0.7768031045387124	1.059078444462566
EOG09262OX9	True	14	14	631	491	0.7781299524564184	281	278	165	165	0	1.0	0.503257090099083	0.640642003772956
EOG09262P1W	True	13	13	506	487	0.9624505928853755	204	198	114	111	-3	0.9736842105263158	0.34303111618373267	0.3440912095263707
EOG09262PAY	True	14	14	534	365	0.6835205992509363	336	265	175	173	-2	0.9885714285714285	0.7459657320337582	0.8752059824781392
EOG09262PIH	True	14	14	447	382	0.854586129753915	95	77	45	45	0	1.0	0.177927144325501	0.1610822866845522
EOG09262PMC	True	14	14	1743	1455	0.8347676419965576	1214	1081	770	727	-43	0.9441558441558442	0.8163759161185598	0.8585382633899236
EOG09262POL	True	14	14	756	623	0.8240740740740741	570	493	398	350	-48	0.8793969849246231	1.0907464219879464	1.1007976336639431
EOG09262PPU	True	14	14	519	438	0.8439306358381503	243	235	131	130	-1	0.9923664122137404	0.4604259465693489	0.5264702164376995
EOG09262PZ9	True	14	14	601	579	0.9633943427620633	352	343	223	220	-3	0.9865470852017937	0.6830639138490507	0.6863135562283352
EOG09262Q6S	True	13	13	646	552	0.8544891640866873	422	368	270	265	-5	0.9814814814814815	0.8378362658787303	0.8659031790891066
EOG09262Q8D	True	14	14	433	428	0.9884526558891455	126	125	83	83	0	1.0	0.31020102221407697	0.31192935629494445
